index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17
81,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,2773,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,247,c06927812,c06927812.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,Left profile closed,81,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,2773,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,247,c06927812,c06927812.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,Left profile closed,81,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,2773,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,247,c06927812,c06927812.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,Left profile closed,81,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,2773,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,247,c06927812,c06927812.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,Left profile closed,81,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,2773,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,247,c06927812,c06927812.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,Left profile closed,81,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,2773,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,247,c06927812,c06927812.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927812.png,Left profile closed
82,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,349,c06927767,c06927767.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,Right profile closed,82,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,349,c06927803,c06927803.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,Left profile closed,82,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,349,c06927803,c06927803.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,Left profile closed,82,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,349,c06927767,c06927767.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,Right profile closed,82,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,349,c06927767,c06927767.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,Right profile closed,82,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,349,c06927767,c06927767.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,Right profile closed
83,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,349,c06927803,c06927803.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,Left profile closed,83,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,349,c06927767,c06927767.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,Right profile closed,83,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,349,c06927767,c06927767.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927767.jpg,Right profile closed,83,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,349,c06927803,c06927803.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,Left profile closed,83,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,349,c06927803,c06927803.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,Left profile closed,83,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,2770,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,349,c06927803,c06927803.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927803.jpg,Left profile closed
84,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,2769,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,247,c06927776,c06927776.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,Right profile closed,84,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,2769,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,247,c06927776,c06927776.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,Right profile closed,84,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,2769,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,247,c06927776,c06927776.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,Right profile closed,84,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,2769,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,247,c06927776,c06927776.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,Right profile closed,84,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,2769,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,247,c06927776,c06927776.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,Right profile closed,84,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,2769,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,247,c06927776,c06927776.png,product image - not as shown with output sample,White,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927776.png,Right profile closed
85,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1246,c06927749,c06927762.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,Left rear facing,85,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1246,c06927776,c06927789.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,Right profile closed,85,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1246,c06927776,c06927789.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,Right profile closed,85,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1246,c06927812,c06927825.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,Left profile closed,85,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1246,c06927749,c06927762.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,Left rear facing,85,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1246,c06927749,c06927762.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,Left rear facing
86,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1246,c06927776,c06927789.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,Right profile closed,86,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1246,c06927812,c06927825.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,Left profile closed,86,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1246,c06927749,c06927762.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,Left rear facing,86,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1246,c06927749,c06927762.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,Left rear facing,86,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1246,c06927776,c06927789.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,Right profile closed,86,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1246,c06927776,c06927789.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,Right profile closed
87,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1246,c06927812,c06927825.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,Left profile closed,87,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1246,c06927749,c06927762.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927762.png,Left rear facing,87,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1246,c06927812,c06927825.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,Left profile closed,87,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1246,c06927776,c06927789.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927789.png,Right profile closed,87,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1246,c06927812,c06927825.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,Left profile closed,87,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,1659,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1246,c06927812,c06927825.png,product image - not as shown with output sample,Transparent,ecommerce,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927825.png,Left profile closed
88,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1469,c06927794,c06927802.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,Left rear facing,88,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1519,c06927767,c06927775.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,Right profile closed,88,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1519,c06927767,c06927775.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,Right profile closed,88,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1519,c06927803,c06927811.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,Left profile closed,88,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1469,c06927794,c06927802.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,Left rear facing,88,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1519,c06927803,c06927811.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,Left profile closed
89,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1519,c06927767,c06927775.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,Right profile closed,89,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1519,c06927803,c06927811.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,Left profile closed,89,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1469,c06927794,c06927802.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,Left rear facing,89,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1469,c06927794,c06927802.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,Left rear facing,89,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1519,c06927767,c06927775.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,Right profile closed,89,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1469,c06927794,c06927802.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,Left rear facing
90,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1519,c06927803,c06927811.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,Left profile closed,90,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,1469,c06927794,c06927802.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927802.jpg,Left rear facing,90,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1519,c06927803,c06927811.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,Left profile closed,90,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1519,c06927767,c06927775.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,Right profile closed,90,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,1519,c06927803,c06927811.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927811.jpg,Left profile closed,90,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,1500,jpg,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,1519,c06927767,c06927775.jpg,product image - not as shown with output sample,White,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927775.jpg,Right profile closed
91,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927774.png,800,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,600,c06927767,c06927774.png,product image - not as shown with output sample,Transparent,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927774.png,Right profile closed,91,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927810.png,800,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,600,c06927803,c06927810.png,product image - not as shown with output sample,Transparent,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927810.png,Left profile closed,91,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927801.png,800,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC RearLeft",update,web standard graphic,600,c06927794,c06927801.png,product image - not as shown with output sample,Transparent,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927801.png,Left rear facing,91,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927810.png,800,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,600,c06927803,c06927810.png,product image - not as shown with output sample,Transparent,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927810.png,Left profile closed,91,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927774.png,800,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedRight",update,web standard graphic,600,c06927767,c06927774.png,product image - not as shown with output sample,Transparent,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927774.png,Right profile closed,91,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927810.png,800,png,DarkAsh,"HP 250 G8 Notebook PC, HP 255 G8 Notebook PC ProfileClosedLeft",update,web standard graphic,600,c06927803,c06927810.png,product image - not as shown with output sample,Transparent,ecommerce,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c06927810.png,Left profile closed
